track_id,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,mode,speechiness,tempo,valence
7qYJcauqZsdFT9hMQYSMnL,31,0.976,0.233,103440,0.0938,0.896,0.083,Major,0.0392,119.695,0.0826
rHEpnvFAm8xLggpAMCkGkY,53,0.974,0.137,563000,0.0167,0.9,0.0863,Major,0.0368,74.944,0.0374
AdDXEpWQd63Ill3gTAC0tR,69,0.0323,0.62,228980,0.864,0,0.117,Minor,0.114,98.059,0.395
AuJ1J8l7hcPMF1sW14cdSJ,58,8.66e-5,0.322,386600,0.978,0.266,0.136,Major,0.131,112.878,0.271
IMO7kBZJNLhiBTpNu4f60N,62,0.992,0.235,295560,0.166,0.87,0.101,Major,0.0347,101.182,0.0356
YAHS9c3qG5dzgmqMT1vRES,64,0.0691,0.712,256040,0.905,0.0201,0.499,Major,0.042,98.601,0.942
gzdHQMSTGJZMuiLjoUgS9W,12,0.953,0.616,815543,0.502,0,0.241,Major,0.798,141.525,0.564
4vRQ1tyTBhoVyB72fWRe87,52,0.434,0.653,238147,0.437,6.74e-5,0.0689,Major,0.028,96.469,0.63
VdAMwntv8mJrESaaPrwBMV,56,0.215,0.734,349280,0.859,0.343,0.0823,Minor,0.0922,112.941,0.908
i18L107zQeQwIP2TQNwh5Y,27,0.843,0.228,300017,0.481,0.907,0.691,Minor,0.0435,113.177,0.174
IpQbuWIUqsf0xzbAin6yqB,24,0.71,0.519,67373,0.764,0,0.654,Major,0.903,131.685,0.0363
4aBvj2gTODj6PIrhDwxS6t,23,0.626,0.629,470440,0.552,0,0.948,Major,0.959,85.385,0.324
He4WmX83inStiyCnF0sEx5,40,0.854,0.311,150159,0.591,0.0403,0.914,Major,0.0925,144.685,0.178
n1qSp9PFDZFYwFF4W5VB11,18,0.864,0.405,88387,0.499,4.6e-5,0.68,Major,0.0521,130.873,0.641
2Emh9eIgx8PK4r1uj8cLQI,57,0.00465,0.651,179480,0.892,2.85e-6,0.127,Major,0.0313,135.309,0.962
gIkkytHrKlT29YqzdVieoV,15,0.56,0.408,182176,0.784,0,0.757,Major,0.235,77.716,0.598
RWPOlXd6M3SsWdSYjrKjGM,53,0.0054,0.556,207040,0.702,0,0.218,Minor,0.0423,132.33,0.452
cbuNHv75PVLElFvDJmYJAg,70,0.0249,0.551,185413,0.836,1.33e-5,0.222,Major,0.0338,147.954,0.911
YFbJvKnZJPoiI1gG3plPle,21,0.899,0.557,147320,0.78,0,0.643,Major,0.911,135.323,0.382
cZUGyrXMbmXuGyF8UfSuzX,33,0.0258,0.511,396200,0.941,3.06e-5,0.363,Major,0.0714,105.15,0.15
tgDqGMxJJtEBCaifWZ17h2,21,0.959,0.602,273827,0.595,1.22e-6,0.384,Major,0.935,89.26,0.432
adVvyfpqWw7w7ZIscATXR1,35,0.91,0.222,555893,0.414,0.923,0.615,Major,0.0328,98.208,0.211
zUqIRZGzFLMnzCsxmsYD6s,65,0.00515,0.222,243532,0.981,3.83e-4,0.979,Major,0.0918,140.503,0.153
qJ6hJKnb9V1UPJoqTOf8zE,64,1.28e-4,0.592,216787,0.805,2.11e-4,0.0916,Major,0.0371,116.072,0.505
VRrFBR5F7f3NYaqO7sh6L0,60,0.83,0.707,144600,0.78,0,0.199,Major,0.235,92.653,0.808
qTxWd8jUysFFW8d12XrU7O,25,0.994,0.387,259987,0.0205,0.876,0.0713,Minor,0.0386,72.227,0.092
hdQoRqtHGekBnqFvB4QO3Q,28,0.878,0.711,60800,0.523,0,0.5,Minor,0.946,77.913,0.752
oQiczUpFhtSBeZzCSmbrbX,0,0.922,0.431,389067,0.127,0,0.552,Major,0.0624,95.709,0.327
tTYJDHoKoNW63Pi57JlWsK,26,0.992,0.489,118467,0.0425,0.876,0.116,Major,0.0467,82.245,0.062
qN0kvdKEdDh3uuYoRO7hxJ,64,6.21e-4,0.315,256072,0.826,6.69e-4,0.0703,Minor,0.0644,139.163,0.359
ze8lBzQOS0ZFtjXuYgAZyt,27,0.832,0.462,394613,0.908,0,0.814,Minor,0.944,82.319,0.221
ues8ECnu6CISP4zDpIb2JS,12,0.857,0.588,74160,0.48,0,0.828,Major,0.883,110.97,0.692
VsaJboAt8ptolhyl5Rv7aK,14,0.764,0.581,143964,0.683,0,0.923,Minor,0.948,89.062,0.217
ch6Wdu4YS8AoTm1kCfloSm,26,0.979,0.278,276800,0.0143,0.92,0.0915,Major,0.0504,77.57,0.443
ycBeEi1FMyiOUaaedCMx0z,30,0.886,0.393,84867,0.0146,0.193,0.134,Minor,0.0635,119.494,0.0629
tJba0dZDHA5Rig7S4XTbTy,24,0.531,0.5,176973,0.445,0.923,0.309,Major,0.0479,120.915,0.1
ikfmp1HyBkNqCqbxM6Fi5n,57,8.33e-4,0.475,287086,0.899,1.1e-6,0.19,Minor,0.056,92.101,0.911
Mx558z6S7DDIt3q0gA6HWB,43,0.0301,0.485,353667,0.727,0.758,0.163,Minor,0.0462,87.349,0.391
O5x3q7AqAdIjSNeCSk2hgL,28,0.845,0.651,416920,0.587,0,0.81,Major,0.926,126.573,0.312
hjEWbYVNYIlNOLTFnUDJ1P,44,0.791,0.496,193465,0.119,0.153,0.162,Major,0.0387,107.694,0.254
mB2a18zygFCbIKKBc1klfo,35,0.991,0.156,418853,0.0304,0.942,0.136,Minor,0.039,92.59,0.0611
rZMwOrjY44914cbABN2cB6,56,0.529,0.454,324160,0.26,7.78e-4,0.0646,Minor,0.0404,174.211,0.567
gOLwnA6ea8nnZM5UdC0aeK,0,0.812,0.348,278000,0.165,5.97e-5,0.103,Major,0.0396,126.085,0.465
iXrE0sJTwPnJ6O3f6emQSg,41,0.123,0.269,266458,0.789,0.00562,0.0965,Minor,0.047,81.615,0.435
sbW3GBh4KuZ6l7zggXuRVW,42,0.987,0.169,333600,0.0378,0.0524,0.175,Minor,0.0416,126.634,0.0311
c6XiEfXmGKhVBo0H6XetER,24,0.722,0.709,210302,0.666,0,0.951,Major,0.832,111.23,0.397
7K67aIDCqg2QOQqqyZQCuF,70,0.00566,0.6,186119,0.851,9.78e-6,0.0891,Major,0.0388,98.007,0.727
hnz43NVqJZvJvw5yv0Yigg,19,0.995,0.522,51493,0.0247,0.892,0.243,Major,0.0359,89.115,0.328
yNZHNKCIIH0oFgecpyRQD7,32,0.736,0.564,209640,0.846,0,0.955,Major,0.894,79.277,0.59
W33YY4Mj8DeY9p7gGZrnSY,62,0.00177,0.44,226707,0.976,3.39e-6,0.16,Major,0.141,150.005,0.412
7u0GV6h62uD0cPbDOeVzW4,44,2.26e-4,0.515,378507,0.818,0.148,0.18,Major,0.0462,153.06,0.213
1QbIrLQbZz1DfNkDBcQhPg,11,0.945,0.296,110947,0.99,6.67e-6,0.947,Major,0.86,80.389,0.101
5KstvKrgEHkCVJ5663KAoO,53,0.273,0.653,217973,0.817,3.46e-6,0.344,Major,0.0405,125.018,0.661
poKyBV9EUBdMLLw7yveStE,35,0.994,0.337,222000,0.0247,0.909,0.0898,Minor,0.0335,89.813,0.192
yJ0sDwKnUb9YsSUx3c3sgw,22,0.799,0.629,201378,0.616,0,0.937,Minor,0.926,118.053,0.456
2vq0FDHe0cdycATjfyvaPS,60,4.85e-5,0.518,189787,0.718,0.244,0.25,Major,0.0343,127.593,0.531
oF06zRZcj3sUGLT4vUoEJO,0,0.859,0.282,197747,0.0814,8.71e-5,0.154,Major,0.0529,81.734,0.386
laBnyzgNitDN2NbCKgol0k,49,0.188,0.519,192827,0.494,0,0.159,Major,0.0263,99.909,0.243
sfA1zg7ie8NX5gCwBr1Guv,63,0.0444,0.524,190693,0.802,7.72e-6,0.187,Major,0.0351,140.064,0.601
Tty6Zma5X8Xx8eUHthuvbN,56,0.0252,0.528,170093,0.928,2.88e-6,0.0467,Major,0.0456,162.069,0.885
wYo77qWEP1mPoKffwlVweK,21,0.893,0.297,822107,0.147,0.837,0.144,Major,0.0388,137.517,0.231
fI4hdwUDCW0cONE7I2FlGs,19,0.79,0.54,196875,0.505,0,0.589,Minor,0.907,88.628,0.353
GglxncKByEJp1CYMI3pKiF,63,0.953,0.624,229067,0.158,0.00135,0.112,Major,0.0289,85.492,0.303
zVkkocCwWhcU0L420JnGNm,40,0.964,0.255,598787,0.14,0.82,0.92,Major,0.0398,90.898,0.12
qTjOqz2s6R04jRAJ966sB7,15,0.838,0.434,378400,0.62,3.16e-6,0.803,Minor,0.931,85.698,0.434
cOY0SE0dOUdSZtIkL0oSWz,32,0.995,0.47,133253,0.013,0.91,0.155,Major,0.0468,83.657,0.194
6M8ALXYGIr5E8rptLl67io,13,0.761,0.525,206360,0.881,0,0.696,Major,0.956,92.397,0.152
wKO9J2qxvtlCictRCqgcyP,28,0.844,0.625,156115,0.931,0,0.772,Minor,0.796,113.288,0.329
4OfbnRFYx9nZk3jvn47NPr,30,0.833,0.337,314147,0.229,0.0828,0.334,Minor,0.0556,147.551,0.184
W8cQZvJjmmSFtAZ0aCQnNN,14,0.961,0.458,293427,0.235,0.482,0.0957,Minor,0.0446,138.774,0.353
T5QFNuNDUWTgogllb8VsAP,29,0.955,0.27,1231333,0.113,0.92,0.128,Minor,0.0379,128.254,0.0504
6UulRHcfnElEHHe3RQSk72,50,3.03e-4,0.415,235693,0.728,1.06e-4,0.595,Minor,0.0303,154.992,0.703
Jf5UDD9Whimq45wfNloNkZ,61,1.03e-4,0.43,200709,0.882,3.68e-6,0.138,Major,0.0505,170.023,0.448
lLC3Vsv1DOrBvtV7jAVVsa,0,0.963,0.2,112520,0.0133,2.36e-6,0.0668,Major,0.0469,89.458,0.0415
U2ICEFhHkER8qfJYIRc8YF,35,0.972,0.173,190067,0.00445,0.549,0.106,Major,0.0517,99.08,0.0399
8TpUkAStq3nN95p7G0iMOb,57,0.0107,0.25,246200,0.8,0.111,0.118,Major,0.0443,154.341,0.298
Qmg8yuvR4S3mHScT0lcHfl,57,0.495,0.506,362400,0.373,3.72e-5,0.324,Major,0.0347,121.268,0.195
MXjqWB1T5vYLTddwDAkj3O,26,0.791,0.673,99373,0.797,0,0.818,Major,0.94,77.749,0.546
oRLa9SYlCAYdsx43EUDtmh,59,0.0659,0.47,205442,0.696,3.85e-5,0.0962,Major,0.104,169.976,0.802
NArpCtCB2EFLwg3lOIndVp,68,0.062,0.516,229880,0.277,0,0.258,Major,0.0256,82.168,0.412
T32N6MpEPCTw4MGjFF4HF0,64,0.0527,0.68,169587,0.888,2.82e-6,0.0575,Major,0.055,90.076,0.484
2Op0sufCqdLZaVB7JiQEZh,5,0.983,0.161,368000,0.125,0.923,0.147,Major,0.0403,87.569,0.153
XCiU1iEe6tvoPgdq2Csoi4,33,0.91,0.39,366120,0.191,0.877,0.0754,Major,0.0458,129.028,0.411
oMCrD4T0AvO9u9bHJ3CCk8,57,0.111,0.512,201533,0.545,0.00177,0.135,Major,0.0294,83.94,0.346
DA886vBryFppNexVRcdIbS,26,0.758,0.226,352133,0.0566,8.79e-4,0.082,Major,0.0493,64.265,0.236
kTkJxEZmUUTBRhL2mxprD7,72,0.0839,0.495,283360,0.898,3.07e-6,0.55,Major,0.054,134.852,0.746
k2yKZEZ2AtJvo8Qo2Z6MLe,31,0.973,0.255,786972,0.208,0.905,0.0448,Major,0.0396,74.411,0.0557
ZlLRELYPxYADRCs5pZgZC6,34,0.869,0.286,271514,0.369,1.77e-6,0.113,Major,0.0335,127.725,0.127
bUN86TfN63w3m51CSXWCeS,0,0.977,0.183,215867,0.0188,5.11e-6,0.362,Major,0.0474,81.283,0.0531
C4BaF6A4UDK8kRLF22oSpv,22,0.7,0.536,97973,0.958,0,0.975,Major,0.939,66.009,0.108
CViza6f1A9ApR6xDWkRYXo,16,0.81,0.313,92626,0.976,6.86e-6,0.902,Major,0.764,170.109,0.46
Nbhw3iJDL3vM6ftq1CtH77,65,0.0328,0.396,252853,0.629,0,0.183,Major,0.0287,173.794,0.358
QgoR9CSAEq0vu8DocA3XJk,51,0.14,0.644,199773,0.616,0.00178,0.0745,Minor,0.0325,147.083,0.345
ZK1pwKJnM9r9tAiV72dbuK,20,0.882,0.536,236880,0.88,0,0.942,Major,0.903,131.431,0.521
bBnmU7PTXCOQpu3QZePQnk,37,0.904,0.253,102373,0.0148,0,0.132,Major,0.0481,66.963,0.156
ENWn1AJ9sbFHeqLcOm3C9d,12,0.854,0.542,174485,0.588,2.83e-6,0.982,Minor,0.935,135.749,0.517
8Fvtyw4bnTrl3f7M47KIzT,73,0.0245,0.649,194472,0.823,2.27e-4,0.192,Minor,0.0503,128.069,0.443
tJV1rARboF1YjqdYwaq5Aw,22,0.865,0.545,64000,0.903,4.69e-5,0.727,Major,0.938,81.196,0.421
VspIecNTtnLag71SRYVv4D,57,0.0188,0.682,210427,0.948,0,0.1,Minor,0.0438,106.976,0.779
hfnv83I1aFcu1vZkbZ4tZK,39,0.979,0.36,232000,0.0294,0.891,0.113,Minor,0.058,129.178,0.174
cSE17KZ5HGZkiwEzj1lCKH,12,0.839,0.603,99467,0.856,0,0.947,Major,0.856,114.761,0.41
bnjvEZKKeh01Mot27yxTEQ,32,0.793,0.229,649293,0.414,0.899,0.0835,Major,0.0341,109.669,0.576
kCxHOvwgapr9Hlfi9YSjaa,35,0.883,0.58,70133,0.675,0,0.963,Major,0.891,102.046,0.605
WmsRMYPNmgR0TaMNC1oOWs,13,0.88,0.698,2460594,0.245,0,0.157,Major,0.96,103.423,0.744
cHmzoHMFoeJlXAMX3zHszH,47,0.234,0.645,191667,0.828,0,0.2,Major,0.0373,121.217,0.774
XQb9wHM0WpLt8Bl8gX4u8K,19,0.866,0.555,61653,0.525,0,0.681,Major,0.94,110.964,0.339
bSFhWHxcDL7QV2AR4wbRV7,24,0.954,0.231,494800,0.0586,0.499,0.0874,Major,0.05,79.251,0.0395
fmEna7ML0soBlOI7248TCL,25,0.815,0.564,176043,0.811,0,0.87,Major,0.929,84.821,0.222
ycpThiIdkWsYzsBRa7BBRz,61,0.334,0.527,120853,0.48,0,0.0702,Major,0.028,139.388,0.706
OAYPdUOGr7aeVyxwgIBa04,60,0.0883,0.554,346027,0.515,2.7e-5,0.883,Major,0.024,95.125,0.432
ZJiat0LWejMc8CI92EaaTX,54,0.00363,0.69,249240,0.727,0.355,0.149,Major,0.0566,128.589,0.661
CwbXbT4oFWnmUiRK46hZvj,23,0.746,0.673,140641,0.343,0,0.96,Major,0.908,116.364,0.479
uF9bVI8JF7bpfPQc1Y6zNk,59,0.439,0.761,235387,0.637,0.0082,0.102,Major,0.0268,125.115,0.656
GcKOEyF8k7C3o7A1uTCx8d,40,1.48e-5,0.423,205147,0.931,0.241,0.217,Minor,0.0503,145.003,0.4
C49xXf1yZWvwZA933iOpvS,16,0.724,0.683,406161,0.687,0,0.437,Major,0.942,124.098,0.292
nECNEPM4s74pmamZFcbFYo,24,0.994,0.266,245320,0.0168,0.945,0.124,Major,0.0431,173.961,0.144
I9Ap98B51Xya97biVgN1Ik,59,0.0103,0.709,237933,0.939,0.0845,0.0936,Minor,0.0542,124,0.389
7WPaCerwONaA91S0C02ldt,61,0.107,0.534,305867,0.738,0.139,0.0871,Minor,0.0293,96.053,0.616
fDvm7Q4etAZZWbgvdC4M1v,15,0.796,0.638,49280,0.469,0,0.76,Minor,0.947,88.367,0.607
mnKJXgRMr2fxXIdAWBdvks,63,0.011,0.698,163423,0.96,1.41e-6,0.435,Major,0.142,147.999,0.738
Omw4MKCUaNlT0ehcDopQCi,32,0.885,0.65,182609,0.719,0,0.931,Minor,0.951,48.259,0.221
hjCVtAlBT8ZsXm3UfUp40j,22,0.96,0.388,397356,0.155,0.638,0.129,Minor,0.0447,129.054,0.225
20LeEysi6iQSR182Ta6Zlf,31,0.716,0.519,118311,0.88,0,0.8,Minor,0.809,66.155,0.51
acu9ur42kNNMreNurpHxpw,11,0.65,0.436,226920,0.348,0,0.72,Minor,0.571,105.097,0.215
r8zENFwlFoOy3RHnlMa3rw,26,0.957,0.0666,579093,0.0943,0.905,0.143,Major,0.0391,73.878,0.0341
2uwg6eU40WQsadpGA0Nkrj,27,0.808,0.492,74947,0.263,0,0.709,Major,0.21,79.969,0.171
wwID3EGJJ6om0suApkXiOg,50,0.0608,0.405,263867,0.968,0.266,0.363,Major,0.078,140.676,0.452
4Q6fODdvy9hULvvprkUdPA,58,6.93e-6,0.357,202093,0.959,3.91e-5,0.0825,Minor,0.113,179.644,0.364
sQLioEgaMpqsTVFst3gV1W,62,0.611,0.714,208773,0.549,1.18e-6,0.0887,Major,0.0655,138.07,0.132
w57ll5tN7SNK2Q5iQG7e0V,42,0.00279,0.454,264867,0.978,0,0.341,Minor,0.127,159.996,0.436
maMgkKRS5pMOpaZttP5JVC,35,0.737,0.578,240200,0.689,0,0.844,Major,0.934,90.79,0.452
yIyHk4QguzQ5OUWYE9z1We,43,0.956,0.25,455893,0.0846,0.976,0.159,Major,0.0372,142.312,0.0585
4jpRPUDSEcOacSzrSasfEc,22,0.958,0.524,373333,0.685,1.83e-6,0.596,Major,0.952,78.954,0.322
I2k6YtxvvLPDoALg83cISD,37,0.83,0.59,206627,0.727,0,0.669,Major,0.941,82.699,0.124
ms1TJwNYEcLz71NHpbKQjO,58,0.0012,0.448,215840,0.84,0,0.0883,Minor,0.0361,157.985,0.235
D5oLqXQrB8Uq1etDidLO2N,77,2.02e-4,0.602,304840,0.905,0.064,0.117,Major,0.0775,128.019,0.411
4cYCPgO9udOOAs6GZZ82ZX,13,0.876,0.683,3920687,0.252,0,0.514,Major,0.96,84.115,0.784
MA8egw2pyRj5JjdOBPecwM,37,0.957,0.593,239106,0.267,0,0.108,Major,0.132,96.82,0.461
N1bD6u4mTPgnoVZNAACunY,26,0.99,0.307,179000,0.0495,0.902,0.0713,Minor,0.0402,135.213,0.233
lXfRijUb0cSVi8lIR593Dy,63,0.807,0.487,304293,0.25,0,0.0797,Major,0.0289,102.614,0.496
BbCXqKQu2hozj6Awt7QfqA,50,0.0643,0.593,194760,0.635,0,0.0261,Major,0.431,133.137,0.786
6e9xBBw9IUfOclo21diiZO,51,0.324,0.557,218987,0.665,2.81e-4,0.0713,Minor,0.0328,75.805,0.437
xXnRY86QZUcagxuljHgHwP,21,0.845,0.64,618933,0.607,0,0.883,Major,0.915,109.325,0.563
waZqxWpPvGOT5zmhvW3TVJ,33,0.982,0.44,219107,0.272,0.0469,0.211,Major,0.0478,73.026,0.33
DGbziHV2K8SGvrSHhieLYD,0,0.969,0.443,176624,0.147,0.204,0.102,Major,0.0424,114.338,0.291
YpyUGDSkrmbcC9SCUg9zZN,57,0.972,0.0776,311560,0.021,0.786,0.0608,Minor,0.05,80.913,0.0356
lpk6oadVt3FNHr0KLDKbwz,53,0.382,0.457,405800,0.447,0,0.23,Major,0.0281,129.619,0.166
GUyoI3pVEZY0TBj5JmXVFN,30,0.81,0.517,214920,0.819,0,0.904,Major,0.908,70.017,0.672
P9ihkPW8E8AGdYNi1pKiBk,27,0.664,0.477,91387,0.825,0,0.935,Minor,0.954,178.273,0.0581
fIeohItOvNIAaAO3PnvPfd,53,0.0157,0.663,212613,0.777,0.00829,0.0755,Minor,0.0375,143.003,0.94
LjZY6uec5AsNyjuVhhXpSb,57,0.613,0.468,215507,0.331,0.00108,0.129,Major,0.036,102.448,0.09
XMlRNgLuqt6AUV0yO3APmL,14,0.865,0.467,186503,0.475,0,0.957,Major,0.941,84.675,0.413
4drOIwfaHn7Op7nyMqglIe,51,0.011,0.452,257587,0.908,0,0.668,Major,0.0779,146.992,0.317
L5ItaS2CDiLCQuBrqQ1UxV,60,2.19e-4,0.458,243200,0.895,3.94e-4,0.106,Major,0.0681,130.327,0.357
s6paLgXbpUXHINor9ZDl1F,15,0.802,0.463,236267,0.742,0,0.685,Major,0.886,84.526,0.323
JoQJrCzRMiW4RsthmynftY,12,0.762,0.537,191172,0.735,0,0.878,Major,0.939,141.476,0.152
4OfqDQXBzkflsLjcXZovfC,65,0.221,0.651,230720,0.665,7.91e-6,0.0403,Minor,0.0269,97.996,0.647
3UQrTJgWN9wXTIBw9eaikF,54,0.102,0.307,367160,0.407,0.0571,0.103,Major,0.028,90.255,0.0433
TiydQafTpOvkcwf0YxAWXf,46,0.788,0.665,111080,0.969,0,0.792,Major,0.923,77.629,0.42
koQFuxcBc02t1u6ScJhOsM,23,0.826,0.659,148427,0.653,0,0.774,Major,0.92,102.419,0.617
sWCxhi28gFdOwsr1blVDu3,55,0.104,0.498,478037,0.692,0,0.0688,Major,0.176,136.662,0.577
nXdqh11BHxkwKjHzs8LT8N,26,0.526,0.579,145000,0.725,0,0.676,Major,0.0751,124.596,0.865
KWwuRZKaeUpwX7gvD41P29,0,0.962,0.457,210000,0.0637,0,0.702,Major,0.136,96.646,0.151
6sVwPFiGCGodrTjl4TE01z,15,0.897,0.689,60293,0.442,1.11e-6,0.876,Minor,0.838,42.989,0.672
RrHOQZQI8FE4qT098HPKF3,27,0.995,0.438,153493,0.0465,0.936,0.104,Major,0.045,119.176,0.226
Sccmh3aGG0smzpWBRmkcW3,54,0.0218,0.653,312000,0.598,0.843,0.102,Major,0.0267,90.825,0.666
YfWUyneyIPvibvzqHpnb5C,39,0.82,0.238,428467,0.0534,0.753,0.153,Major,0.0388,110.724,0.0923
oc9y89VZFFxiBUiSe2wQQM,32,0.794,0.346,158920,0.158,0.0241,0.0987,Minor,0.0284,94.008,0.127
M3lQ8xBWPLYJVNYHzMoJhu,19,0.804,0.547,427073,0.895,1.06e-6,0.934,Minor,0.945,76.085,0.117
trRMD6xJWN47N2fe9YOZOg,65,0.115,0.261,234332,0.703,7.8e-4,0.102,Major,0.0414,83.495,0.405
bO00xShKJ4A4vVqMlE0czu,54,5.29e-4,0.499,208147,0.889,0.00341,0.281,Major,0.0385,126.975,0.488
W6ab6c4AjhmOgEHwMmNv06,57,0.0122,0.441,208253,0.921,0,0.107,Minor,0.0431,164.063,0.443
M9teQTmRAR7IEzo4BYK7bi,30,0.0245,0.546,255893,0.54,0,0.135,Major,0.0245,87.532,0.183
RBB2CQaoTaKS2wUFRbV8Ck,43,0.00607,0.401,464720,0.943,0.00427,0.169,Major,0.0757,100.028,0.165
CnERIvMHGx6eSJWeeArkWt,73,0.718,0.392,153240,0.629,3.76e-6,0.129,Major,0.0335,124.511,0.72
4qx1CJn6hB0Y3oJtq5CDPM,70,0.679,0.622,163373,0.781,0,0.272,Major,0.0516,76.709,0.718
mUM3r5epFrvkfQ847siV2j,25,0.993,0.325,459360,0.0579,0.915,0.0994,Major,0.042,71.224,0.0774
zNsqeA9h24McQQHcoifsPv,68,0.446,0.363,174105,0.579,0.0127,0.264,Major,0.0986,78.032,0.719
0uE5soRE3rKMyy8UTnnbFp,60,1.22e-4,0.393,214347,0.872,4.07e-4,0.312,Major,0.0401,150.087,0.394
DhazajBGHQV4HfnevWwMM0,3,0.966,0.238,480427,0.169,0.66,0.315,Major,0.0406,125.789,0.0342
sWDzOXnCjGkvGLHVMBEZDY,56,0.00201,0.672,275000,0.768,0.905,0.136,Major,0.0347,122.583,0.858
ILaVOBI2vUvJBdSpNtz0oB,53,0.024,0.651,222533,0.775,0,0.0878,Major,0.0275,105.052,0.871
MhDxEfTGjCNpVP86YLgE7Q,20,0.688,0.368,227841,0.975,0,0.969,Minor,0.879,89.451,0.174
ocQBWY53RNpGYZlwVDtcvr,26,0.857,0.606,562000,0.61,0,0.974,Minor,0.954,85.168,0.397
gimrzWDRaydyEnt3CF0Lbc,21,0.587,0.58,104600,0.872,0,0.752,Minor,0.946,92.546,0.304
ZBJjH074Bw4MOfUJbPZXsj,13,0.844,0.7,204624,0.751,0,0.667,Major,0.941,93.039,0.397
zO1lN7nWZsemw0E6ByCDsF,53,0.0831,0.54,204507,0.615,0.00472,0.118,Major,0.0724,144.87,0.451
h0MuihCcZdOy4a0AWbOJHp,28,0.82,0.608,156733,0.449,0,0.763,Minor,0.946,54.738,0.321
Gd9sxGVx1x6TERfFQLwaR0,4,0.885,0.474,179584,0.33,0.702,0.692,Major,0.32,124.592,0.768
4wXW2AVTK48dmUz4PzwzH0,26,0.865,0.45,190720,0.327,0.163,0.0762,Major,0.0346,106.009,0.407
h0RoVfZVOWvjNilpFJsh1m,59,0.00336,0.456,205320,0.94,4.43e-6,0.142,Major,0.0924,136.053,0.454
Aj8nA1rbDxikPc5cyFZboQ,53,0.762,0.521,297160,0.2,0.433,0.138,Major,0.0407,117.811,0.348
EYLYV5V1qnr12UpKrq1sIy,27,0.984,0.271,173733,0.245,0.276,0.149,Major,0.0456,78.639,0.0394
72SBZCfjLi0lodgWp147gC,20,0.846,0.478,147787,0.959,0,0.763,Major,0.915,76.425,0.434
6kiJBoC6LCXbWWqu9p7GgR,54,0.864,0.736,182027,0.297,1.49e-5,0.0609,Major,0.0349,125.851,0.186
xFHnYSq0Vul9IvuefjrpQy,32,0.971,0.338,455307,0.053900000000000003,0.328,0.121,Minor,0.0414,103.861,0.198
Fbb0SrmKUA0ZVDB55zDQoG,21,0.806,0.594,544293,0.552,0,0.917,Major,0.959,74.906,0.155
3U5SIGgbqQ4WBBVufVKfwj,63,0.0014,0.526,211493,0.882,0,0.144,Major,0.0509,144.982,0.424
L0LyrGVaxWuwtqAeZds1Ve,40,0.991,0.35,282933,0.101,0.833,0.0716,Minor,0.0392,90.149,0.075
TqSDSDpsyMbC9GMe3b2rBL,33,0.971,0.645,316027,0.525,1.74e-5,0.728,Minor,0.874,98.568,0.345
xjNd9CTtxupap77GtlF3wv,35,0.986,0.172,301133,0.0857,2.78e-4,0.0972,Major,0.0491,77.834,0.0496
U2hsSb8p4EZyQe66v8md4C,34,0.712,0.433,67667,0.108,0.93,0.544,Major,0.034,74.144,0.215
aPU1MQH73AE8jxDHx0jeNn,34,0.994,0.421,124293,0.00391,0.966,0.162,Minor,0.0688,135.028,0.177
gNZZxlzIptpcU4UoLVUM1v,66,0.00166,0.735,216800,0.831,0.217,0.291,Major,0.0332,123.017,0.756
ISuyqB3n0SENAucEbyd4o8,33,0.777,0.49,41560,0.543,0,0.89,Major,0.927,176.991,0.387
ds2ENmUTNKZm3ghV40gaeL,27,0.898,0.418,162667,0.891,0,0.859,Minor,0.933,85.255,0.575
2nCfdYw8zoWTGYYtUyMcpf,28,0.766,0.591,184707,0.672,0,0.766,Major,0.96,59.129,0.3
naA6VbnpeIC1On8cXEyt5N,31,0.936,0.179,389000,0.0253,0.294,0.194,Minor,0.0389,146.459,0.131
sLHRZKP3x3ZpdpnGsolDUK,72,0.785,0.447,220239,0.393,0,0.28,Major,0.038,73.139,0.564
ujytaAUyWubnX4U8cn0i1Q,44,0.814,0.555,323178,0.921,0,0.408,Major,0.868,89.404,0.469
1BHZNYplawYl6WtDFF0Lh3,5,0.981,0.368,955253,0.118,0.852,0.141,Major,0.0334,102.034,0.183
2kuuW3lERuPz2tL3fBULts,54,0.0488,0.586,217626,0.772,0,0.359,Minor,0.0319,112.94,0.464
9eydCFVSAYBBlbewKlmLTA,28,0.78,0.601,66560,0.673,0,0.934,Major,0.91,109.375,0.576
dBSCC6sVru44DVcGrFAdj8,10,0.93,0.415,181000,0.767,0,0.98,Major,0.946,78.759,0.524
sElVcCildEvken2eDNHrIa,19,0.659,0.61,263201,0.924,0,0.925,Minor,0.764,114.247,0.562
N8TEkf4CMoPqRfPoH4WYMv,16,0.765,0.599,137800,0.503,0,0.707,Major,0.943,85.201,0.669
jhXN6vQJ3y8N8m0c4qvQ2P,1,0.952,0.0623,886173,0.111,0.832,0.654,Major,0.0392,69.453,0.0365
JRTp5Fbau7KrK93gbLU7Eh,11,0.66,0.625,73827,0.641,0,0.724,Major,0.939,96.272,0.469
sD9Tbpnm4f1E4QhyTcZhRj,63,0.654,0.557,119200,0.66,1.66e-6,0.138,Major,0.056,95.252,0.962
