track_id,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,mode,speechiness,tempo,valence
6Rw3z2m31JZfxCz2fbbWF3,45,1.11e-5,0.462,241360,0.921,0.00856,0.281,Minor,0.0508,137.102,0.388
ud7MHcjPKEcfcsBxkJhNcv,66,0.0635,0.378,135693,0.677,0,0.183,Major,0.0298,106.071,0.648
RiRAC571es5MNSh1do4h0U,56,0.24,0.526,264200,0.587,0.243,0.886,Major,0.039,93.986,0.364
E3FPGuxQf9hm6Hyp3xG8no,24,0.887,0.631,160600,0.611,0,0.631,Minor,0.937,74.378,0.816
lte6FHR4ppR1uxDyI5c9sm,13,0.771,0.548,272264,0.861,0,0.85,Major,0.936,75.063,0.596
z5y6suJK92E11WMM7XmHzN,65,0.116,0.427,293440,0.459,1.03e-4,0.132,Minor,0.0332,129.878,0.383
1vB30rGbIn3SZPVeQ273j2,16,0.786,0.597,47247,0.13,0,0.431,Minor,0.925,67.802,0.541
Hv6BdkwQPbalzsllfViWfk,32,0.921,0.206,180333,0.0729,0.625,0.104,Major,0.0441,86.083,0.133
f0zAhgW3glpP1odEAIedPa,60,0.289,0.792,219920,0.85,1.2e-4,0.132,Major,0.0329,129.906,0.965
L2W5CCdw2YKYfkm0fhE9Hs,17,0.91,0.632,136333,0.648,0,0.934,Minor,0.941,60.485,0.52
DHuFgOTdM34uV4ognLZLL4,54,0.0657,0.601,260907,0.636,0.0218,0.446,Major,0.0283,109.987,0.0812
L2kr9Ky6meTeUnTd9ybbb1,34,0.991,0.515,140573,0.275,0.779,0.693,Major,0.045,83.247,0.752
KRWtPfE1hiSFOiRo234k8t,23,0.98,0.359,67560,0.105,0.896,0.182,Minor,0.0282,89.439,0.383
LNvJYvCT9PNBmNQMiqRVDi,56,0.0343,0.576,194173,0.865,5.32e-5,0.252,Major,0.0407,119.913,0.535
Ux5qp4bDkAecAkAeuYUXUQ,14,0.937,0.576,99333,0.91,0,0.938,Major,0.928,84.879,0.364
odiB3PxR2hIStTNrz4Hkk1,61,0.284,0.722,217827,0.595,5.38e-4,0.0694,Minor,0.0415,79.98,0.738
Ky1M8biMWC8YYTKcuqEnIm,11,0.83,0.502,172427,0.704,2.52e-6,0.738,Major,0.917,76.763,0.112
sYSAKQgmFPfChmna3pAo7o,20,0.743,0.542,71400,0.773,0,0.646,Major,0.777,75.784,0.624
amgJUMaspYwLpLLyW4JZL7,14,0.924,0.752,112400,0.442,3.19e-6,0.149,Minor,0.908,84.718,0.724
t3Hsn63pyQ4Zsu8e2dcX2T,64,0.0592,0.489,190173,0.641,0,0.0857,Major,0.0282,136.095,0.303
WjonLmR4c3qQ7tpeCsIaNA,14,0.797,0.434,424507,0.624,0,0.816,Minor,0.95,74.616,0.385
e00OIFTT4hUTjSfdC0aRlU,30,0.97,0.651,260560,0.292,0.0235,0.386,Minor,0.0404,112.975,0.89
haoVZu3Oodq1Jr5X7iZbH9,24,0.829,0.548,319344,0.441,0,0.885,Major,0.931,127.889,0.33
JLL83XFySfxvNFGiSvJh0e,53,0.00606,0.649,186907,0.825,0.154,0.104,Minor,0.0335,112.124,0.961
D8RFLCWo5MI374N75YAuGt,29,0.995,0.378,161340,0.0886,0.89,0.0898,Major,0.0405,128.147,0.28
uFWPpwtAfe4tKF7GBXiLo8,12,0.752,0.483,150947,0.97,0,0.929,Minor,0.935,128.81,0.166
6PL2ECnd6TecBr8jWZca2X,39,0.955,0.375,368213,0.04,0.831,0.0913,Minor,0.0447,81.262,0.181
o34t5TeFW95UjDYOeLGkZY,32,0.718,0.549,465742,0.851,0,0.941,Major,0.908,114.155,0.245
N2XrATZNWtBMlqKRktSqFc,12,0.995,0.246,224960,0.19,0.903,0.167,Minor,0.0338,66.474,0.076
DeamuKFSFrEQgALBya7Bgl,27,0.924,0.694,157280,0.882,0,0.847,Major,0.943,101.773,0.421
T0hp94QRg8z5dmMEoW9zlu,65,0.568,0.593,215733,0.289,8.29e-4,0.0928,Major,0.0259,77.119,0.733
DkXZvGtxxC0P3VGQ97vfLn,63,0.763,0.784,200147,0.459,1.28e-6,0.0684,Major,0.0304,106.957,0.931
LpwxrUh6cX2QyauOpQIgeT,29,0.975,0.137,415400,0.0553,0.827,0.0955,Major,0.04,68.969,0.0351
z9PPpT3GU0wPTBamDfMOv4,62,4.29e-4,0.464,271240,0.887,0.333,0.126,Major,0.0499,132.759,0.23
53fBwLPaXJ7Aj1runFsR2K,37,0.927,0.191,142000,0.256,0.94,0.0687,Major,0.0364,138.64,0.142
xADL5RXDuLV3PCK9cQdD2B,54,0.434,0.429,252147,0.675,0,0.186,Minor,0.0463,168.003,0.418
Ml0AOua3Lc7PKC4H9Ieoj9,30,0.551,0.345,235141,0.282,1.18e-4,0.109,Major,0.0376,114.654,0.156
SiVamSHoJSirPGeVzpegyg,4,0.952,0.199,206267,0.0455,0.0116,0.188,Minor,0.0415,84.278,0.0952
IZrt3ocMjNg3Om81ZEEVcn,58,0.0152,0.576,203800,0.935,4.81e-6,0.349,Major,0.0514,105.801,0.737
w95nE0HNdaTDCx57tdGF1t,61,0.736,0.804,250933,0.542,0.00105,0.108,Major,0.0344,124.975,0.874
AwI15moSl42YqbcRTDNalo,47,4.51e-5,0.483,331533,0.936,0,0.148,Major,0.0383,131.574,0.475
vuU6jZe0wh1SI57t8qDznc,18,0.918,0.566,41013,0.428,0,0.808,Minor,0.95,58.793,0.754
8nKvCLcV4zIgC69nb5lzn0,15,0.823,0.473,251760,0.879,0,0.875,Major,0.894,81.516,0.559
lHN1KSfELoTA2tcfihbKEO,34,0.988,0.241,315693,0.0518,0.957,0.0834,Major,0.0453,89.585,0.0875
gtvXuA7CwQMo1WqdZasHHE,66,0.155,0.641,257333,0.812,4.43e-5,0.078,Minor,0.0293,112.777,0.822
UxvSyoZgQdpns75iPYNzHU,9,0.992,0.244,160907,0.0192,0.338,0.242,Major,0.0423,136.269,0.148
suOmBxB7pUlRWdL45cl0hN,20,0.734,0.522,46627,0.99,0,0.951,Major,0.911,75.303,0.131
vqV40PiPAQLM7C1VJD0jWA,35,0.0563,0.28,161156,0.497,0.946,0.122,Minor,0.0317,77.019,0.0981
MG2Y5WEZAsIuv8eXgGN3e7,31,0.79,0.618,269467,0.792,0,0.695,Major,0.945,114.093,0.282
v32WWtyrrUd9DWge7fqYn0,57,0.00879,0.433,262867,0.815,0,0.138,Major,0.0771,125.358,0.461
hOphBmmcAhYxh7kAP0hJtv,55,0.00594,0.401,208187,0.698,0.082,0.077,Major,0.0376,143.421,0.321
RgOAU47W3RLbhxv03Ymcrh,0,0.992,0.328,157000,0.0589,0.914,0.328,Major,0.0413,135.592,0.0412
pGBpsteElUlIGxRJMXaLip,0,0.947,0.335,160187,0.177,0.175,0.196,Minor,0.0308,133.324,0.457
SbjAyEWjGvTFyLl4hFs2HI,13,0.841,0.679,77274,0.382,0,0.564,Minor,0.951,62.306,0.698
sQt5rBh0FLThX1NdzHX4VG,25,0.989,0.329,241373,0.0135,0.315,0.175,Minor,0.038,71.742,0.0376
D4zozcI8q7HCwcAWf6DxaY,50,0.484,0.601,430627,0.492,0.0139,0.308,Major,0.0274,131.383,0.727
OWv0ghCS1qw0dChGaJMcPB,13,0.828,0.549,79213,0.781,9.73e-6,0.893,Major,0.932,136.203,0.473
H7kQ5c3mcDy5qCqjzT8Waj,57,0.0014,0.332,264013,0.586,0.0108,0.063,Minor,0.0362,79.787,0.228
gsnhfTnXJ9WTOAtrFDTzah,63,0.00387,0.523,330760,0.833,3.39e-4,0.0841,Minor,0.0405,115.975,0.482
hRZTLFBzYBS1ZtpZfYa0xZ,52,0.108,0.397,224027,0.507,0.118,0.109,Minor,0.0358,117.971,0.343
n5NDEykADnHiuv45VTVDmv,75,0.69,0.796,177141,0.53,0,0.0646,Major,0.0558,105.031,0.754
JTrJ1l4Faz27RQydEHt0yL,33,0.879,0.196,147560,0.0673,0.34,0.246,Major,0.0341,86.275,0.145
3LBkJOSswIuCsz4cP7uwQE,59,0.295,0.246,221671,0.631,0,0.321,Minor,0.0377,160.633,0.3
KVi7bmbdUFmdcbc9bP14j3,12,0.819,0.555,344667,0.755,0,0.869,Major,0.932,97.703,0.108
YjnhOeg2LHYecjXAOjaauc,40,0.944,0.181,499800,0.0247,0.105,0.112,Minor,0.0496,71.128,0.107
GwhuT88dAWkkC9x0cW30K8,59,0.0508,0.73,241480,0.573,0.0472,0.062,Major,0.0375,117.692,0.6
sGLIF4g8XaCn5A5rIbY8kC,56,0.0204,0.598,252480,0.84,7.41e-5,0.328,Major,0.0375,102.999,0.672
HNrAOGMZKavk09PsV8KB9z,2,0.853,0.143,278640,0.104,0.592,0.936,Major,0.0499,95.23,0.0738
B1t3Fjg2EnRJQqdV0Fs8BF,41,0.909,0.283,423640,0.133,0.8,0.0927,Minor,0.0412,116.376,0.177
V7xjjkHxwoQ8gbLiMeo4qm,29,0.844,0.56,438253,0.573,0,0.705,Major,0.94,79.438,0.557
XR5FMVZxNaIzoYE1f92bjU,61,0.0729,0.41,216840,0.637,3.77e-5,0.732,Major,0.0327,77.398,0.238
6XO35sZgHd33k5ZbbYfwUg,56,0.812,0.424,187242,0.197,0.0114,0.112,Major,0.0302,99.626,0.094
nUAwlzu8YMkEYpfwrNYI21,0,0.957,0.347,382893,0.0352,0.679,0.332,Minor,0.0474,114.584,0.199
KNMmJHw1HQ5JevUa9mP8tG,35,0.996,0.554,117373,0.00581,0.957,0.0571,Minor,0.0746,109.884,0.42
KQz0H6prFb3jRKor4UJXOf,16,0.808,0.646,177507,0.899,0,0.876,Minor,0.911,83.3,0.437
kbJiPkimPbhLz1jLsZtifG,41,0.95,0.0613,196440,0.0285,0.899,0.106,Minor,0.0427,210.104,0.0374
bZAD9Sk9wGLY5NAz9u5uHW,61,0.318,0.709,123520,0.62,0,0.0426,Major,0.034,93.723,0.936
FQKt68nvbWskTbxF20KLPj,12,0.926,0.482,203493,0.835,0,0.814,Minor,0.949,119.622,0.423
Fr2aH8Wh7EVOGP5EPjkEp3,29,0.95,0.277,1107000,0.0919,0.908,0.0589,Major,0.0343,105.059,0.116
WFq5ZVhO2l9Qg8hsrdquug,61,0.0238,0.624,206627,0.476,0.141,0.0997,Major,0.0416,119.968,0.184
fVSeFJiyfxCGLBOIoQOmiJ,0,0.948,0.26,709267,0.0736,0.794,0.0592,Minor,0.0425,128.543,0.0971
suqkWRajS85QfGU8PeKgdd,61,0.0165,0.593,221613,0.783,7.26e-5,0.167,Major,0.0358,141.345,0.646
lDtV1MHidGCXrB0mDWmvqG,17,0.784,0.416,98067,0.953,6.76e-5,0.909,Minor,0.893,82.932,0.0396
CrxnM3e3qtd8nmK9kPwTK8,61,0.446,0.541,246920,0.675,0,0.107,Major,0.192,91.09,0.686
8rrF8heOZZwsVd3y3ybiU1,31,0.804,0.0645,381093,0.0135,0.847,0.105,Major,0.0405,73.597,0.0339
nlIKuZesFakXDaxsO3drpN,49,0.991,0.396,173960,0.0855,0.881,0.123,Major,0.0346,104.424,0.187
iZkHH6YsmC8j0cv9fGIDtG,29,0.771,0.429,180733,0.255,0,0.101,Major,0.036,187.572,0.17
x789ZHHDiGERnTfMqPVeRi,38,0.988,0.462,51880,0.27,0.891,0.227,Major,0.0356,111.79,0.791
lkDt5O6CBKP1uS3UxTOdeG,18,0.866,0.606,78467,0.586,0,0.907,Major,0.954,152.504,0.824
5N1e2gU6mF4CpN7J44rs8u,29,0.981,0.174,287360,0.0289,0.829,0.0817,Major,0.0391,72.847,0.0315
0LmaAtnW8qqXulEgnyFRKp,63,7.86e-4,0.507,249480,0.824,4.46e-4,0.0941,Minor,0.0428,143.648,0.312
OUNIbvx5YBjBzgwIIhQxJT,10,0.547,0.664,467467,0.351,0,0.737,Major,0.925,107.444,0.465
5S43l2O101TgBHoB5DIEgx,34,0.995,0.212,337640,0.0468,0.929,0.0986,Major,0.056,68.621,0.0805
MoYSwY7r6BZ1FGUpHp0w5k,75,0.0115,0.527,241307,0.942,0,0.188,Minor,0.0366,148.723,0.495
8yJTgToh90YmRuxYkP52mK,36,0.949,0.585,272715,0.805,0,0.962,Major,0.901,127.915,0.369
wwA2dNsIpEoXiB0j7pc4oH,26,0.787,0.671,95399,0.478,0,0.775,Major,0.958,111.213,0.775
inWL48XHan7lDV3tuOpM6O,65,0.361,0.257,228133,0.412,8.68e-5,0.0702,Major,0.0287,152.126,0.858
kl6Yc03qOPfqBx6Jy6zidE,20,0.877,0.589,185133,0.543,0,0.914,Major,0.947,77.148,0.531
GfBFWfPJcgEvspSCTxvjVq,19,0.571,0.512,147189,0.4,0,0.696,Major,0.937,70.288,0.419
6mF6UdE96YZk6FEooja3TY,61,0.00201,0.473,238133,0.883,9.67e-4,0.142,Major,0.047,115.048,0.164
3z7wC3bqBIC24JLNRcZZKc,20,0.819,0.567,174000,0.328,0,0.895,Minor,0.938,134.52,0.509
TmaESLkbxBpjDTQOaKO9Bc,47,0.929,0.487,190030,0.19,2.39e-5,0.105,Minor,0.0476,139.432,0.696
vbsIx99TVmv77tNOtKdOBP,26,0.861,0.294,221646,0.382,3.02e-6,0.595,Major,0.0299,100.09,0.227
Ig1WjakTWv0uEtYVGNm9oV,15,0.828,0.523,198760,0.745,0,0.697,Minor,0.921,88.379,0.643
WOktePZCMWyW2IVVO1VPwm,41,0.712,0.45,176467,0.236,0.824,0.0769,Minor,0.0346,108.757,0.463
o4jgtSn7pcUswJIo4p5SVg,34,0.92,0.207,490147,0.0766,0.667,0.182,Major,0.0392,83.087,0.0554
gfSBLypm7zoP8VFJpdWr48,25,0.909,0.231,454413,0.185,0.027,0.112,Minor,0.0432,180.669,0.0385
hzGTbaEemZozTnpsbQrDTN,0,0.99,0.476,187747,0.251,0.871,0.0832,Major,0.0447,129.668,0.396
chh2OSNkwfYI6BTAGLTwmR,17,0.852,0.657,200781,0.7,0,0.89,Major,0.945,128.226,0.172
8KavPPWsZosdhwpomQ1WRR,32,0.975,0.399,262440,0.0727,0.134,0.0802,Major,0.0427,171.688,0.427
O0JhUbc1kBjnHh8UIicUXH,19,0.877,0.518,322560,0.936,0,0.777,Major,0.949,57.365,0.383
AtCL2nAAvcUwit5t6H1vY7,21,0.943,0.465,254825,0.762,0,0.786,Major,0.951,85.06,0.393
8MZYNC3hmHmI8FXyGA0cbF,15,0.772,0.651,441947,0.834,0,0.911,Major,0.944,84.209,0.287
gTjpBuI6OO42q5rwRhZq8s,32,0.83,0.51,382093,0.683,0,0.975,Major,0.951,86.604,0.198
vv1IuYGqSzUconPjR92usi,61,0.71,0.485,208293,0.479,0,0.55,Major,0.0279,109.882,0.67
JnMMrbBEKgC7lTWStNMgwP,30,0.731,0.625,309120,0.272,0.00246,0.152,Major,0.0399,141.119,0.218
7NEN85bJBbdU8BNdGc9tn8,18,0.85,0.558,145835,0.871,0,0.829,Major,0.906,89.738,0.456
YtzTeIQnj4DuOyM15CFwWa,64,0.303,0.399,445187,0.467,0.0186,0.124,Major,0.0284,75.601,0.525
vhaLWknTXUYpgXc6rofs8t,16,0.736,0.656,236787,0.927,0,0.799,Major,0.926,131.365,0.255
Mp3M2VpS9zj5kDFHzLacQJ,54,0.268,0.557,186653,0.352,8.16e-6,0.116,Major,0.0716,77.937,0.337
lPzuzX7JdAMwOMul1Lzrse,11,0.798,0.55,286000,0.429,0,0.899,Major,0.952,79.971,0.593
YyjErVtd645QqW80AG8CaA,62,0.511,0.576,196747,0.849,3.89e-5,0.109,Major,0.0386,137.982,0.666
qS9PzhOfC3iPf1AN5U6WKh,39,0.903,0.528,310286,0.887,0,0.972,Minor,0.942,92.647,0.144
bCWIoHoW3h90josSV1US8h,10,0.986,0.432,116940,0.839,0.00126,0.911,Minor,0.62,110.741,0.475
349h4vHnJwQKUpt2v9xmFc,27,0.974,0.185,198240,0.102,0.939,0.143,Major,0.0373,92.47,0.143
zvAUoJKmbtGXoCDLnywQNF,49,0.0468,0.636,195707,0.824,0,0.139,Major,0.0344,142.553,0.872
Xz5jfZ6iklsgwA6RaR5cRP,24,0.82,0.596,209960,0.236,2.41e-4,0.124,Major,0.0312,83.914,0.329
UkvwNeJ1xQ3tvq0KLDdwax,41,0.766,0.356,223947,0.503,2.51e-6,0.871,Major,0.0734,88.816,0.331
QeGbQKG68JihoayWUfssxn,25,0.671,0.629,743840,0.883,0,0.684,Major,0.901,118.872,0.205
3EPq8Af1GfuFloAmDh0JAB,60,0.362,0.475,408480,0.383,0.749,0.0728,Major,0.0375,114.709,0.524
x7x3onmkjSH2s75gqeI10a,32,0.959,0.253,180511,0.259,0.00147,0.0858,Major,0.0385,59.236,0.102
abEfYOLozeSCURb5f9d9MU,21,0.875,0.615,243080,0.828,0,0.659,Major,0.88,88.285,0.434
dqmDjSx4wiOXAIE2XebAQN,59,0.03,0.296,305947,0.669,0.831,0.154,Minor,0.0452,74.692,0.679
VenoQVp6fIgN9DW88KBvNt,29,0.978,0.435,212323,0.081,0.757,0.154,Minor,0.0601,181.915,0.365
5Q1JWbYvX6NYFrs5bw20Qo,37,0.00299,0.448,312840,0.961,0,0.27,Major,0.117,149.961,0.259
Q0SXmyFeBJo7lpPykKQLIj,56,0.259,0.534,233893,0.457,4e-4,0.203,Minor,0.0266,140.798,0.271
kblQcrskMt8wb6F9dzfyT3,0,0.872,0.296,273693,0.0116,0.00286,0.519,Minor,0.0492,108.418,0.0486
WEWmRT43DPebYCnBzt4uL2,66,0.0338,0.582,290280,0.81,1.68e-5,0.202,Minor,0.0396,151.006,0.875
3EV5LT4cwgZ5ynrnTg4hSS,0,0.853,0.319,177800,0.44,0,0.544,Major,0.106,169.423,0.209
WfzzgBgCZlaxRUsYPMDcpE,26,0.993,0.432,592227,0.0054,0.841,0.095,Minor,0.0428,80.452,0.172
Nq5KZiVa8tTQC5R0p7I0lT,29,0.989,0.246,578400,0.116,0.899,0.0827,Minor,0.0465,62.395,0.0434
i3KYwtgVpbStXfY04RInCq,60,0.00137,0.645,221320,0.905,4.79e-5,0.0699,Minor,0.117,129.956,0.385
R8MOObhuvkaIxJVMoXosKe,28,0.896,0.293,76791,0.984,1.27e-6,0.958,Major,0.499,109.289,0.0833
XAnDVhc0bpi9eBOLrg8LeF,56,0.472,0.675,207907,0.811,5.94e-6,0.0492,Minor,0.0323,133.894,0.844
TiqsUpBNa0SxDzdU7P8BWC,62,0.0751,0.507,198773,0.847,0.237,0.372,Minor,0.0411,98.096,0.566
F0tFLcIW4vQn4oFpuTUi6n,10,0.966,0.716,44629,0.34,2.43e-5,0.622,Major,0.883,126.363,0.573
nm6YVCDCzGkHLYy5vaZMZL,15,0.746,0.624,271640,0.451,0,0.768,Major,0.891,130.366,0.817
jhUPeKgObRUutnqC5TI0Bc,26,0.911,0.129,472933,0.0538,0.122,0.0602,Major,0.0359,92.218,0.0805
zgseDPxr2bGd7mghVhKT9P,40,0.916,0.615,515827,0.905,0,0.954,Major,0.906,112.65,0.325
y6Wx5kG1vjRyyJLLJQcU5S,0,0.894,0.469,83200,0.194,0.924,0.106,Major,0.101,88.634,0.223
aWIcrWMGK86nT0YTEfCO09,63,0.0887,0.54,272333,0.928,1.11e-5,0.314,Major,0.0337,140.419,0.796
45tTKZsqnKYcTpq5FIVIRk,51,0.0636,0.587,240747,0.918,0,0.267,Minor,0.0581,134.055,0.629
r18WVsGiP8Fhyt2T8LMEZI,70,0.00145,0.536,276880,0.901,0.0186,0.06,Major,0.0374,87.559,0.666
cXBkha9g2pF4CF74xpVPPn,60,0.083,0.428,196000,0.78,0,0.115,Major,0.0373,147.986,0.431
eUqa0hkJq4MIEGDOKi9cLs,48,0.807,0.447,272014,0.344,0.757,0.11,Minor,0.0422,114.989,0.0447
w5ld1QPCPrtmtFuE4x1AI5,26,0.746,0.674,565373,0.847,0,0.737,Minor,0.939,127.148,0.0867
M9TppHpbrUvOl9lkM2w3un,27,0.991,0.214,156093,0.0183,0.909,0.0552,Major,0.0417,123.349,0.331
gPxPNhP5OrJGVFVK2SOLql,17,0.966,0.378,162173,0.0385,0,0.406,Major,0.0564,121.058,0.324
dLnBmHvckKEnNd8lxcK7GA,14,0.818,0.611,201120,0.655,0,0.779,Major,0.961,82.847,0.266
42IKVo6MI78uUxZ9pzn4ia,10,0.855,0.692,188160,0.728,0,0.863,Major,0.941,112.098,0.599
TkPFQ23rTfO9MxPeRR6Qhg,9,0.866,0.554,70859,0.845,0,0.929,Minor,0.937,141.098,0.452
hZIT9ImjyylYUKDECnvfp3,11,0.808,0.434,252920,0.397,0.899,0.055,Major,0.0402,90.104,0.307
w6Q3MCqPqMpeMZGgrt86Y9,65,0.825,0.649,138360,0.123,3.14e-6,0.0627,Major,0.0396,93.82,0.358
HfLOMGg8F69fe1PrJdR0T8,9,0.978,0.131,177507,0.0166,0.864,0.112,Minor,0.0454,77.907,0.0522
kUkznVv1U9gjpKc72u8WTI,23,0.708,0.655,155973,0.852,0,0.943,Major,0.942,67.313,0.215
vlhyrJiKA8sHrUD8tfH5Wm,13,0.907,0.677,177227,0.469,0,0.719,Major,0.733,118.918,0.731
JwQRfSeNTe7xxuMsCJrNCn,26,0.913,0.538,552413,0.36,0,0.923,Major,0.954,61.107,0.394
mmvWexm7rUPuiUOZtCjgsb,64,0.0814,0.728,237240,0.94,1.62e-4,0.109,Major,0.0368,113.76,0.967
BeWqWkWW9vTCfNHiK3c8m4,29,0.752,0.603,192093,0.817,0,0.833,Minor,0.951,136.5,0.352
VCFWfNmmrgGosoFY7VzqMV,21,0.984,0.423,471120,0.133,0.877,0.146,Major,0.0381,112.673,0.454
2Q6SFBxJV6nSC6oMGamUyp,61,0.205,0.631,247627,0.749,5.21e-6,0.0667,Major,0.0576,89.646,0.437
6CCcLpH2AGY35iTAzHAyGQ,13,0.868,0.631,191067,0.431,0,0.912,Minor,0.881,117.803,0.428
P4UHg84FemKlb8rYKBRSin,17,0.865,0.615,157099,0.533,0,0.899,Major,0.897,120.465,0.607
vhW3FWg0Xd7GuQVCeEkFL7,55,0.00456,0.552,145733,0.982,0,0.337,Major,0.0484,98.458,0.664
D76vFL0R6es6OiTOJQz3UM,19,0.884,0.703,156280,0.26,0.00138,0.165,Major,0.0313,103.044,0.397
yvkmhkDU77eY6Qsc37aQdp,28,0.86,0.506,169373,0.757,0,0.895,Minor,0.918,83.346,0.643
uEMGqVP2C0hCK1SUzBFsBt,63,0.394,0.644,183633,0.748,0.91,0.358,Minor,0.0291,120.007,0.732
NqS7U9hMhdKjV6nUF2E72U,53,0.00842,0.575,178842,0.95,9.47e-5,0.765,Major,0.0649,96.046,0.315
kiVLpzl6U9Uaxj5gTJebbu,22,0.866,0.644,247920,0.391,0,0.642,Major,0.943,138.773,0.48
upWauobeWKxnYnXPyV7mqJ,41,0.817,0.261,380018,0.107,0.00252,0.127,Minor,0.0371,112.183,0.0693
bGX1Eakr88vqIGxD33kwTD,35,0.98,0.183,338779,0.115,1.01e-4,0.0928,Major,0.0463,168.902,0.0676
XHKM3jaSN2eTTrg1H9bujf,25,0.858,0.573,195547,0.551,0,0.723,Major,0.941,85.676,0.498
2F8Hmgn30ZvvgRNtcyJ0Mv,36,3.26e-4,0.51,213275,0.738,2.43e-5,0.119,Major,0.0279,85.979,0.514
pHLOi2IiwwNL2cptM746x4,52,4.68e-5,0.192,243467,0.757,0.00133,0.123,Major,0.0844,83.105,0.294
44cm7FoU15IUjeZzmG6ltc,38,0.957,0.121,406707,0.0109,0.75,0.11,Major,0.0438,69.39,0.0373
fJ5riDH2eFxvQz5h2y3DQK,59,0.00344,0.133,224867,0.927,4.4e-4,0.0915,Major,0.0741,197.708,0.5
CB5ucYUQbqFWCys3D8CnTL,0,0.965,0.376,164760,0.0623,0,0.609,Minor,0.0849,114.707,0.161
sVGQoeeDuaDlj1FgddHAhK,9,0.983,0.211,138747,0.0343,0.855,0.116,Minor,0.0383,103.446,0.276
9iROJfkxTeOK1i31a9UNAg,0,0.979,0.381,302920,0.247,0.862,0.0771,Minor,0.0512,103.709,0.0735
nDBePWzM1OudTeTCQJBc2e,35,0.81,0.53,290533,0.921,0,0.906,Major,0.949,84.01,0.139
bH8Xp9yqE8r5dkzgHu9QJA,53,0.051,0.397,210600,0.559,0.109,0.0907,Major,0.0285,104.078,0.189
QOdDP7FSuFUQAIaTtTS8ch,23,0.757,0.713,215093,0.607,0,0.851,Major,0.955,90.227,0.577
b4QsZ84uqqXyn24fc1Lx37,55,0.00495,0.402,193589,0.735,9.86e-4,0.0851,Major,0.141,113.968,0.45
qgMKZQMohUYPkMY1bFyHqn,9,0.858,0.548,126752,0.45,0,0.741,Major,0.958,85.126,0.253
zYTs5NeJJGbAIzhX4ho5Gm,52,0.577,0.78,246380,0.734,1.84e-4,0.0966,Major,0.031,96.037,0.761
VSEws5noqx48Sa1p2FK40Y,23,0.754,0.605,235520,0.765,0,0.958,Major,0.947,89.856,0.318
Cv08z88BieGEcRTRv7My64,54,0.81,0.642,215933,0.339,7.51e-4,0.108,Major,0.0291,135.812,0.355
5BVPYhfZGXIyr5wzbialXm,32,0.769,0.596,257742,0.698,0,0.405,Major,0.938,90.11,0.613
MJ4NO5WAGDGtj6q8K4mB6f,27,0.965,0.123,577413,0.0127,0.823,0.0713,Minor,0.0437,95.722,0.0367
Ct50jQJgcW97hJYhfd2zWc,65,0.548,0.305,205347,0.849,1.34e-4,0.0995,Major,0.0999,134.287,0.555
xqAbB9I8fSaHTquqTv1QaV,60,0.616,0.485,206465,0.513,0.00805,0.121,Major,0.0238,93.997,0.192
71adsCpScABpeHYeobMxTg,44,0.2,0.517,216624,0.488,0,0.145,Minor,0.0812,102.65,0.26
L5gybfqINo1sFUIYLwiFXO,0,0.988,0.42,313360,0.0798,0.863,0.189,Major,0.0398,146.609,0.122
rrtsN9kCb3uil2kwH9mU1d,33,0.958,0.33,153147,0.154,0.846,0.117,Major,0.0498,104.184,0.869
9M2H0NJ46t18KRxts9d71a,16,0.708,0.583,455933,0.417,1.91e-6,0.99,Major,0.937,88.721,0.333
gP7LvOZIrKATT9AikThZRT,77,0.00255,0.438,240800,0.805,5.69e-5,0.0842,Major,0.0624,113.253,0.564
zuQNckhGlY7r2IXLDaNTlL,18,0.836,0.405,117560,0.843,1.14e-6,0.976,Major,0.92,56.387,0.333
k698BkESsWtQSvHzMPP6u6,23,0.861,0.474,375507,0.929,0,0.776,Major,0.915,130.869,0.142
T6O2S2zrTq0AZ2tFSeOFJh,30,0.995,0.647,76747,0.0167,0.895,0.0791,Minor,0.125,65.227,0.44
Ygxj8g1kTGVtFZZJaL4o5b,11,0.753,0.623,117742,0.779,0,0.917,Major,0.937,118.562,0.232
MfQLaVR3ObbBaTK94Jb4da,25,0.921,0.535,187947,0.844,0,0.822,Major,0.921,80.275,0.308
AICjYBM85wcdjO8KzHUMDk,32,0.939,0.234,299267,0.0358,0.715,0.0707,Minor,0.0371,136.601,0.107
b6U2xr7rU9mZMM32X5z5ZH,66,0.132,0.615,251333,0.582,3.81e-5,0.119,Major,0.0402,82.532,0.789
phnoRmxMYtD5JjMm1UrEis,52,0.0125,0.813,215917,0.683,0,0.068,Major,0.24,127.993,0.742
n2gqtyau4lngAsM2rSwvpM,67,0.771,0.494,239667,0.365,9.78e-4,0.139,Major,0.0279,165.766,0.191
5RYXxQlGvRMMqGkDz2VDDQ,28,0.81,0.682,432867,0.274,0.385,0.103,Major,0.0358,92.044,0.369
xK7cur2cIimR8Jf7RdEVOZ,72,0.264,0.624,342680,0.842,2.11e-5,0.181,Major,0.0376,111.037,0.257
I8ZyA9Fdqajym1nk4Z7szL,57,0.394,0.401,149160,0.498,0,0.13,Major,0.0757,181.701,0.816
85v7tj3kjck8TH5HVBcz8o,32,0.718,0.579,347285,0.674,0,0.469,Minor,0.932,170.406,0.573
