circuit,gender,year,attacks,kills,errors,aces,serve_errors,blocks,digs,win
AVP,M,2004,66,34,12,0,2,2,12,win
AVP,M,2004,53,27,7,1,1,7,23,win
AVP,M,2004,43,25,5,2,0,8,9,win
AVP,W,2004,44,21,6,1,6,1,9,win
AVP,W,2004,30,22,2,4,2,2,11,win
AVP,W,2004,31,17,7,3,0,1,26,win
AVP,W,2004,31,24,4,5,2,1,11,win
AVP,W,2004,55,31,7,5,1,0,22,win
AVP,W,2004,45,26,5,1,15,2,27,win
AVP,W,2004,31,19,3,3,4,1,13,win
AVP,W,2004,56,23,8,1,2,1,11,win
AVP,W,2004,30,26,2,5,4,7,23,win
AVP,W,2004,61,36,13,7,4,7,8,win
AVP,W,2004,63,32,10,1,3,3,18,win
AVP,W,2004,48,20,6,0,2,1,13,win
AVP,W,2004,64,28,8,3,4,3,26,win
AVP,W,2004,32,19,7,2,0,4,12,win
AVP,W,2004,43,18,6,4,7,1,5,win
AVP,W,2004,44,27,6,0,1,3,17,win
AVP,W,2004,44,34,8,1,0,7,31,win
AVP,W,2004,34,26,3,0,3,6,6,win
AVP,W,2004,48,23,7,0,1,2,21,win
AVP,W,2004,31,26,2,5,2,4,24,win
AVP,W,2004,44,20,4,2,3,2,10,win
AVP,W,2004,42,27,1,2,4,5,13,win
AVP,W,2004,64,32,10,2,3,1,24,win
AVP,W,2004,34,11,3,2,4,4,7,win
AVP,W,2004,53,33,10,0,1,7,7,win
AVP,W,2004,45,16,3,3,5,2,8,win
AVP,W,2004,50,23,6,4,5,2,13,win
AVP,W,2004,44,20,8,8,7,2,19,win
AVP,W,2004,39,23,5,1,4,2,7,win
AVP,W,2004,63,15,6,4,3,5,5,win
AVP,W,2004,34,24,4,2,5,1,7,win
AVP,W,2004,50,22,5,2,3,4,8,win
AVP,W,2004,55,35,7,2,5,2,11,win
AVP,W,2004,53,16,8,1,2,0,5,win
AVP,W,2004,50,28,11,2,2,1,13,win
AVP,W,2004,49,41,5,5,3,1,35,win
AVP,W,2004,40,27,4,1,3,2,16,win
AVP,W,2004,41,17,6,0,3,2,9,win
AVP,W,2004,68,42,5,6,6,2,44,win
AVP,W,2004,29,20,4,4,2,6,1,win
AVP,W,2004,42,11,2,0,1,1,9,win
AVP,W,2004,56,30,6,1,2,4,20,win
AVP,W,2004,53,24,4,1,1,2,1,win
AVP,W,2004,46,31,5,0,0,2,13,win
AVP,M,2004,26,20,1,2,1,5,13,win
AVP,M,2004,68,26,8,0,3,6,24,win
AVP,M,2004,45,26,2,1,2,5,15,win
AVP,M,2004,46,29,4,1,2,2,11,win
AVP,M,2004,24,18,3,1,1,7,13,win
AVP,M,2004,54,30,4,3,2,5,15,win
AVP,M,2004,83,43,8,2,1,1,24,win
AVP,M,2004,38,30,5,1,1,1,7,win
AVP,M,2004,32,28,1,2,10,1,8,win
AVP,M,2004,69,41,9,1,2,4,18,win
AVP,M,2004,45,31,8,3,3,5,8,win
AVP,M,2004,42,30,6,5,5,6,15,win
AVP,M,2004,43,22,6,3,0,5,14,win
AVP,M,2004,45,25,4,1,3,3,13,win
AVP,M,2004,81,37,5,1,5,8,7,win
AVP,M,2004,38,22,6,0,3,5,7,win
AVP,M,2004,40,33,7,0,2,5,16,win
AVP,M,2004,43,34,3,1,1,4,6,win
AVP,M,2004,42,35,2,3,5,3,7,win
AVP,M,2004,37,15,9,2,1,6,4,win
AVP,M,2004,34,24,5,0,3,6,5,win
AVP,M,2004,35,31,4,1,1,6,12,win
AVP,M,2004,37,25,5,4,5,3,14,win
AVP,M,2004,37,5,18,0,1,8,12,win
AVP,M,2004,58,2,33,0,1,10,16,win
AVP,M,2004,63,3,39,1,5,3,18,win
AVP,M,2004,49,4,21,0,5,6,17,win
AVP,M,2004,39,19,11,1,2,5,12,win
AVP,M,2004,48,4,28,2,2,5,13,win
AVP,M,2004,36,22,7,1,3,4,11,win
AVP,M,2004,32,20,1,1,0,9,9,win
AVP,M,2004,60,22,7,3,3,8,16,win
AVP,M,2004,57,28,5,1,2,6,19,win
AVP,M,2004,42,30,2,1,3,1,7,win
AVP,M,2004,44,25,7,1,4,4,12,win
AVP,M,2004,64,37,7,3,2,4,16,win
AVP,M,2004,38,24,1,3,2,4,15,win
AVP,M,2004,55,5,42,1,2,3,9,win
AVP,M,2004,52,5,12,1,6,10,18,win
AVP,M,2004,77,14,46,3,2,3,23,win
AVP,M,2004,49,9,27,1,0,5,18,win
AVP,M,2004,54,6,32,0,1,4,18,win
AVP,M,2004,31,23,2,1,1,4,7,win
AVP,M,2004,41,30,6,0,0,4,18,win
AVP,M,2004,39,23,0,0,0,10,13,win
AVP,M,2004,43,26,3,4,2,4,10,win
AVP,M,2004,59,40,5,0,1,4,16,win
AVP,M,2004,45,26,6,0,1,7,11,win
AVP,M,2004,49,28,7,0,1,6,14,win
AVP,M,2004,54,40,7,0,7,4,11,win
AVP,M,2004,64,39,15,2,5,2,14,win
AVP,M,2004,65,36,12,0,0,11,14,win
AVP,M,2004,63,28,9,0,1,10,21,win
AVP,M,2004,50,33,10,1,11,2,13,win
AVP,M,2004,53,25,7,1,0,6,17,win
AVP,M,2004,45,25,3,0,0,4,17,win
AVP,M,2004,47,26,0,0,0,8,23,win
AVP,M,2004,46,23,7,0,2,5,13,win
AVP,M,2004,86,42,3,0,0,2,35,win
AVP,M,2004,68,34,7,0,5,5,32,win
AVP,W,2004,28,24,2,1,2,4,14,win
AVP,W,2004,50,39,1,5,5,1,23,win
AVP,W,2004,78,40,9,4,2,3,30,win
AVP,W,2004,60,45,4,1,3,1,29,win
AVP,W,2004,46,25,4,1,4,3,22,win
AVP,W,2004,40,25,2,5,3,2,16,win
AVP,W,2004,42,25,4,2,5,1,28,win
AVP,W,2004,35,23,0,3,4,1,16,win
AVP,W,2004,39,26,4,2,4,1,18,win
AVP,W,2004,36,10,8,1,3,1,17,win
AVP,W,2004,46,26,4,2,3,5,14,win
AVP,W,2004,53,27,5,1,4,2,25,win
AVP,W,2004,47,29,5,2,5,1,13,win
AVP,W,2004,44,22,5,5,1,0,20,win
AVP,W,2004,51,24,10,3,5,7,12,win
AVP,W,2004,37,25,2,1,3,4,11,win
AVP,W,2004,36,24,2,4,0,6,18,win
AVP,W,2004,58,34,6,5,2,3,21,win
AVP,W,2004,50,31,4,1,2,0,21,win
AVP,W,2004,68,38,5,2,7,2,24,win
AVP,W,2004,70,34,4,2,5,1,40,win
AVP,W,2004,85,40,8,1,4,3,23,win
AVP,W,2004,70,35,9,3,8,4,24,win
AVP,W,2004,26,24,2,7,5,1,11,win
AVP,W,2004,45,23,5,3,0,3,24,win
AVP,W,2004,40,25,2,3,2,0,19,win
AVP,W,2004,62,32,11,2,4,3,21,win
AVP,W,2004,40,29,2,8,5,2,17,win
AVP,W,2004,59,1,38,1,1,6,29,win
AVP,W,2004,47,7,24,4,5,2,17,win
AVP,W,2004,27,12,8,1,5,6,8,win
AVP,W,2004,48,21,7,1,4,5,20,win
AVP,W,2004,57,22,4,5,6,1,17,win
AVP,W,2004,40,25,4,1,3,3,15,win
AVP,W,2004,62,21,18,2,3,0,21,win
AVP,W,2004,57,30,2,0,1,0,31,win
AVP,W,2004,43,21,4,9,2,0,13,win
AVP,W,2004,39,21,4,7,3,0,24,win
AVP,W,2004,34,21,3,9,6,3,11,win
AVP,W,2004,58,34,7,2,4,5,24,win
AVP,W,2004,39,17,1,1,0,8,10,win
AVP,W,2004,38,25,4,1,1,6,16,win
AVP,W,2004,75,33,8,5,2,1,32,win
AVP,W,2004,71,39,3,0,4,4,26,win
AVP,W,2004,58,30,2,0,2,0,22,win
AVP,W,2004,38,21,3,3,1,1,14,win
AVP,W,2004,32,17,2,5,5,1,12,win
AVP,W,2004,49,24,4,0,3,1,22,win
AVP,W,2004,38,25,2,2,3,1,19,win
AVP,W,2004,87,37,9,0,2,1,36,win
AVP,W,2004,40,23,6,3,2,1,21,win
AVP,W,2004,49,29,6,2,3,0,18,win
AVP,W,2004,46,23,4,0,3,2,21,win
AVP,W,2004,93,42,7,2,1,0,42,win
AVP,W,2004,77,6,41,0,2,2,26,win
AVP,W,2004,41,4,27,4,3,1,20,win
AVP,W,2004,49,5,27,1,5,1,15,win
AVP,W,2004,54,7,28,1,1,0,20,win
AVP,W,2004,84,10,41,1,3,4,34,win
AVP,W,2004,41,4,28,4,2,2,19,win
AVP,M,2004,51,29,15,2,1,7,11,win
AVP,M,2004,85,29,8,2,2,5,34,win
AVP,M,2004,44,28,5,3,7,6,7,win
AVP,M,2004,29,22,2,0,2,6,16,win
AVP,M,2004,39,16,2,2,3,11,7,win
AVP,M,2004,41,28,4,3,1,4,18,win
AVP,M,2004,106,34,10,0,0,6,42,win
AVP,M,2004,31,27,2,1,4,6,4,win
AVP,M,2004,70,49,13,4,10,4,19,win
AVP,M,2004,69,28,6,2,3,5,32,win
AVP,M,2004,43,29,5,0,3,7,19,win
AVP,M,2004,43,28,4,0,1,6,17,win
AVP,M,2004,50,27,7,0,3,7,16,win
AVP,M,2004,42,27,5,0,4,3,15,win
AVP,M,2004,50,29,8,4,2,8,14,win
AVP,M,2004,34,21,1,8,5,1,14,win
AVP,M,2004,64,21,2,0,3,4,19,win
AVP,M,2004,67,41,8,1,4,6,19,win
AVP,M,2004,40,25,6,0,1,5,10,win
AVP,M,2004,43,23,7,3,2,3,7,win
AVP,M,2004,46,24,6,0,5,1,19,win
AVP,M,2004,61,41,11,1,5,4,10,win
AVP,M,2004,81,38,9,1,4,3,28,win
AVP,M,2004,38,19,1,1,0,7,10,win
AVP,M,2004,60,35,6,2,3,8,20,win
AVP,M,2004,59,34,8,0,2,5,15,win
AVP,M,2004,47,24,3,1,6,7,11,win
AVP,M,2004,44,29,4,1,1,6,10,win
AVP,M,2004,48,28,7,0,2,7,13,win
AVP,M,2004,52,30,0,1,3,6,17,win
AVP,M,2004,45,26,6,5,2,0,15,win
AVP,M,2004,47,30,7,0,1,2,14,win
AVP,M,2004,41,27,7,2,7,1,15,win
AVP,M,2004,74,34,7,1,0,4,24,win
AVP,M,2004,64,35,16,1,3,6,14,win
AVP,M,2004,83,38,10,1,5,3,33,win
AVP,M,2004,32,26,2,4,3,4,7,win
AVP,M,2004,31,20,6,3,3,4,10,win
AVP,M,2004,43,30,7,3,2,5,6,win
AVP,M,2004,42,28,3,1,3,5,14,win
AVP,M,2004,53,33,5,0,0,6,9,win
AVP,M,2004,49,27,2,1,1,1,26,win
AVP,M,2004,37,26,1,0,2,8,7,win
AVP,M,2004,41,23,5,5,3,4,13,win
AVP,M,2004,38,24,5,1,3,6,9,win
AVP,M,2004,50,30,6,4,4,3,6,win
AVP,M,2004,61,37,9,2,4,2,16,win
AVP,M,2004,54,36,5,0,0,2,19,win
AVP,M,2004,43,24,6,4,3,3,12,win
AVP,M,2004,49,35,3,1,4,3,13,win
AVP,M,2004,37,25,3,0,3,8,5,win
AVP,M,2004,61,38,10,2,2,3,21,win
AVP,M,2004,48,32,6,0,3,4,11,win
AVP,M,2004,44,23,2,1,4,9,7,win
AVP,M,2004,47,29,8,0,0,6,23,win
AVP,M,2004,42,23,4,0,0,10,15,win
AVP,M,2004,79,42,4,1,4,5,13,win
AVP,M,2004,56,24,9,0,1,8,17,win
AVP,M,2004,51,29,5,0,4,6,12,win
AVP,M,2004,45,27,7,2,1,3,11,win
AVP,M,2004,59,37,11,2,3,2,10,win
AVP,W,2004,40,20,5,4,5,0,12,win
AVP,W,2004,45,25,6,4,2,0,20,win
AVP,W,2004,39,25,8,3,5,1,11,win
AVP,W,2004,43,27,2,3,0,0,20,win
AVP,W,2004,64,32,6,2,3,1,26,win
AVP,W,2004,36,27,5,3,3,2,18,win
AVP,W,2004,54,26,4,4,2,0,18,win
AVP,W,2004,32,18,2,3,3,0,10,win
AVP,W,2004,36,20,3,4,2,1,19,win
AVP,W,2004,49,28,1,2,3,2,21,win
AVP,W,2004,51,28,8,4,2,3,15,win
AVP,W,2004,45,25,5,4,2,2,21,win
AVP,W,2004,42,24,4,4,1,3,23,win
AVP,W,2004,71,29,9,3,5,0,24,win
AVP,W,2004,66,25,8,1,2,1,31,win
AVP,W,2004,26,23,2,3,2,5,3,win
AVP,W,2004,38,30,4,4,4,3,8,win
AVP,W,2004,56,24,2,3,3,2,16,win
AVP,W,2004,40,22,5,3,2,1,11,win
AVP,W,2004,59,25,6,1,1,5,23,win
AVP,W,2004,35,20,1,2,2,4,12,win
AVP,W,2004,51,29,5,2,3,1,13,win
AVP,W,2004,51,29,4,2,2,0,27,win
AVP,W,2004,40,31,5,1,2,1,7,win
AVP,W,2004,57,30,8,3,2,2,25,win
AVP,W,2004,73,48,9,0,3,1,34,win
AVP,W,2004,34,22,2,1,2,4,18,win
AVP,W,2004,61,36,8,0,2,8,12,win
AVP,W,2004,46,27,4,4,6,3,18,win
AVP,W,2004,78,47,13,1,6,0,18,win
AVP,W,2004,59,26,13,1,9,4,12,win
AVP,W,2004,67,28,8,5,2,0,32,win
AVP,W,2004,49,26,3,1,1,2,13,win
AVP,W,2004,52,28,6,3,5,0,21,win
AVP,W,2004,53,27,7,4,2,2,13,win
AVP,W,2004,76,34,3,2,3,1,31,win
AVP,W,2004,41,24,7,4,0,2,15,win
AVP,W,2004,44,23,0,3,4,2,24,win
AVP,W,2004,44,24,7,2,3,5,20,win
AVP,W,2004,64,34,8,2,2,1,22,win
AVP,W,2004,65,29,7,1,0,1,27,win
AVP,W,2004,39,23,7,3,5,1,17,win
AVP,W,2004,57,30,4,3,1,0,18,win
AVP,W,2004,31,21,4,6,5,2,15,win
AVP,W,2004,56,21,10,1,4,2,23,win
AVP,W,2004,71,30,9,5,0,1,39,win
AVP,W,2004,56,28,9,1,4,3,24,win
AVP,W,2004,68,40,7,2,1,1,29,win
AVP,W,2004,79,34,5,3,7,0,34,win
AVP,W,2004,78,41,6,3,7,2,22,win
AVP,W,2004,48,33,4,0,1,1,12,win
AVP,W,2004,77,43,7,1,6,3,32,win
AVP,W,2004,49,27,1,1,3,3,23,win
AVP,W,2004,58,35,5,2,2,3,24,win
AVP,W,2004,77,40,7,1,2,2,25,win
AVP,W,2004,86,43,6,1,5,0,34,win
AVP,W,2004,36,24,1,1,0,7,14,win
AVP,W,2004,49,26,4,2,2,0,18,win
AVP,W,2004,44,28,6,3,1,3,17,win
AVP,W,2004,58,27,4,3,2,2,18,win
AVP,W,2004,61,36,7,1,3,2,14,win
AVP,M,2004,50,27,8,0,0,6,9,win
AVP,M,2004,45,25,8,0,2,5,9,win
AVP,M,2004,72,36,7,3,2,6,16,win
AVP,M,2004,42,28,3,0,5,4,14,win
AVP,M,2004,51,30,4,1,1,7,14,win
AVP,M,2004,43,24,5,2,2,0,11,win
AVP,M,2004,71,30,10,0,0,6,26,win
AVP,W,2004,54,35,8,2,5,1,16,win
AVP,W,2004,88,47,11,1,3,0,38,win
AVP,W,2004,49,27,3,1,6,6,22,win
AVP,W,2004,34,22,4,2,0,2,18,win
AVP,W,2004,47,30,1,2,4,2,21,win
AVP,W,2004,72,38,8,1,3,4,20,win
AVP,W,2004,49,25,6,2,2,5,16,win
AVP,M,2004,51,29,7,3,2,6,8,win
AVP,M,2004,41,24,7,0,4,7,10,win
AVP,M,2004,34,23,2,1,2,8,9,win
AVP,M,2004,40,24,4,0,2,4,12,win
AVP,M,2004,78,44,11,1,6,5,15,win
AVP,M,2004,52,29,3,1,3,5,16,win
AVP,M,2004,54,30,8,0,1,2,20,win
AVP,M,2004,80,40,13,0,3,6,29,win
AVP,M,2004,61,28,11,1,4,6,19,win
AVP,M,2004,53,34,11,2,5,8,5,win
AVP,M,2004,64,39,8,4,5,5,7,win
AVP,M,2004,59,34,10,2,3,7,12,win
AVP,M,2004,57,30,13,3,2,8,13,win
AVP,M,2004,49,27,11,3,5,4,12,win
AVP,M,2004,36,28,4,2,5,5,10,win
AVP,M,2004,47,30,6,0,1,2,25,win
AVP,M,2004,66,36,7,1,3,5,19,win
AVP,M,2004,38,26,3,2,1,9,6,win
AVP,M,2004,74,35,9,1,3,6,20,win
AVP,W,2004,46,27,5,1,1,3,22,win
AVP,W,2004,41,29,4,4,1,0,13,win
AVP,W,2004,57,33,6,2,1,1,25,win
AVP,W,2004,47,25,2,3,4,1,21,win
AVP,W,2004,56,34,6,2,4,1,19,win
AVP,W,2004,76,38,11,2,2,1,32,win
AVP,W,2004,35,26,2,8,3,1,10,win
AVP,W,2004,61,39,3,4,6,3,17,win
AVP,W,2004,57,28,10,5,6,2,19,win
AVP,W,2004,98,40,9,3,2,4,42,win
AVP,W,2004,90,48,7,2,1,2,35,win
AVP,W,2004,92,48,11,0,1,5,38,win
AVP,W,2004,68,46,8,0,5,1,24,win
AVP,W,2004,61,29,6,0,3,5,21,win
AVP,W,2004,50,29,6,2,1,4,14,win
AVP,W,2004,40,26,5,1,3,2,19,win
AVP,W,2004,83,37,9,3,1,1,38,win
AVP,W,2004,66,28,5,1,1,4,30,win
AVP,W,2004,55,33,4,3,4,3,21,win
AVP,M,2004,38,25,5,5,4,4,10,win
AVP,M,2004,32,16,4,3,1,6,10,win
AVP,M,2004,37,23,3,3,3,6,13,win
AVP,M,2004,44,30,6,2,2,5,7,win
AVP,M,2004,56,30,8,0,3,6,15,win
AVP,M,2004,27,20,3,4,2,5,8,win
AVP,M,2004,44,26,8,1,2,1,10,win
AVP,M,2004,44,28,2,2,3,3,11,win
AVP,M,2004,45,30,3,1,4,2,15,win
AVP,M,2004,52,25,7,0,1,6,19,win
AVP,M,2004,46,29,3,0,1,10,15,win
AVP,M,2004,37,22,5,1,2,8,9,win
AVP,M,2004,63,31,13,1,1,10,19,win
AVP,M,2004,40,31,2,1,3,7,4,win
AVP,M,2004,49,33,6,1,2,1,22,win
AVP,M,2004,61,30,8,2,1,3,21,win
AVP,M,2004,42,24,5,2,3,3,14,win
AVP,M,2004,35,24,4,0,3,4,8,win
AVP,M,2004,37,23,6,2,3,10,5,win
AVP,M,2004,34,27,1,2,1,9,12,win
AVP,M,2004,47,28,13,1,4,5,12,win
AVP,M,2004,58,36,6,1,4,7,29,win
AVP,M,2004,58,31,7,1,3,5,15,win
AVP,M,2004,26,16,3,0,3,12,14,win
AVP,M,2004,69,40,12,3,3,3,19,win
AVP,M,2004,51,26,8,1,1,4,14,win
AVP,M,2004,76,41,8,2,7,5,24,win
AVP,M,2004,58,35,8,1,1,7,15,win
AVP,M,2004,42,24,1,0,1,8,8,win
AVP,W,2004,36,22,4,3,2,0,10,win
AVP,W,2004,45,22,5,4,4,2,16,win
AVP,W,2004,58,25,8,1,2,3,17,win
AVP,W,2004,43,29,6,3,0,1,17,win
AVP,W,2004,42,27,3,3,3,7,14,win
AVP,W,2004,71,35,8,1,5,3,30,win
AVP,W,2004,57,26,9,1,2,2,25,win
AVP,W,2004,34,26,1,2,3,5,12,win
AVP,W,2004,30,22,1,5,1,4,10,win
AVP,W,2004,45,28,4,3,2,3,20,win
AVP,W,2004,47,27,0,5,7,3,15,win
AVP,W,2004,39,28,4,0,1,4,14,win
AVP,W,2004,81,41,6,0,5,4,29,win
AVP,W,2004,50,29,3,2,0,6,21,win
AVP,W,2004,35,22,3,1,3,0,9,win
AVP,W,2004,41,21,4,5,2,0,20,win
AVP,W,2004,48,29,2,0,2,2,17,win
AVP,W,2004,49,30,5,2,1,1,20,win
AVP,W,2004,50,28,4,2,5,2,19,win
AVP,W,2004,49,27,4,4,2,0,23,win
AVP,W,2004,70,41,17,2,1,4,31,win
AVP,W,2004,74,36,11,4,2,4,24,win
AVP,W,2004,50,33,4,2,2,1,20,win
AVP,W,2004,70,45,4,3,5,1,15,win
AVP,W,2004,44,32,3,0,3,2,29,win
AVP,W,2004,39,26,1,4,5,1,18,win
AVP,W,2004,60,28,9,0,1,2,28,win
AVP,W,2004,61,32,4,2,0,3,24,win
AVP,W,2004,63,32,7,0,1,4,16,win
AVP,M,2005,33,20,3,1,1,7,11,win
AVP,M,2005,46,31,5,4,2,6,19,win
AVP,M,2005,38,29,4,2,5,6,14,win
AVP,M,2005,44,21,20,3,5,3,11,win
AVP,M,2005,58,33,9,0,2,8,13,win
AVP,M,2005,47,26,6,2,3,1,21,win
AVP,M,2005,43,28,7,4,7,3,15,win
AVP,M,2005,49,31,10,1,2,4,10,win
AVP,M,2005,46,21,8,2,3,7,15,win
AVP,M,2005,49,24,5,2,5,5,17,win
AVP,M,2005,54,34,6,3,6,6,19,win
AVP,M,2005,55,30,8,1,0,7,29,win
AVP,M,2005,46,30,3,2,0,3,20,win
AVP,M,2005,48,25,10,5,12,11,11,win
AVP,M,2005,76,33,11,6,5,5,27,win
AVP,M,2005,43,34,3,0,3,6,25,win
AVP,M,2005,37,26,5,0,1,5,20,win
AVP,M,2005,45,22,8,4,2,8,15,win
AVP,M,2005,56,35,8,0,1,8,18,win
AVP,M,2005,46,30,6,2,6,3,20,win
AVP,M,2005,43,30,3,0,7,2,12,win
AVP,M,2005,63,32,9,2,6,7,23,win
AVP,M,2005,32,28,3,3,2,2,12,win
AVP,M,2005,50,27,5,0,2,2,25,win
AVP,M,2005,66,33,10,1,2,7,25,win
AVP,M,2005,54,33,5,1,0,7,10,win
AVP,M,2005,57,30,10,2,3,6,16,win
AVP,M,2005,68,41,7,0,2,5,20,win
AVP,M,2005,70,40,5,5,3,1,26,win
AVP,M,2005,74,38,7,1,2,5,20,win
AVP,M,2005,25,18,3,4,2,2,11,win
AVP,M,2005,36,20,5,3,4,6,16,win
AVP,M,2005,40,23,9,0,1,6,13,win
AVP,M,2005,54,25,5,4,6,1,20,win
AVP,M,2005,41,25,1,0,1,5,16,win
AVP,M,2005,42,28,7,2,10,5,5,win
AVP,M,2005,66,28,9,1,4,3,19,win
AVP,M,2005,43,28,4,3,1,6,14,win
AVP,M,2005,61,37,7,3,3,3,24,win
AVP,M,2005,59,36,9,3,3,2,13,win
AVP,M,2005,31,19,3,3,2,6,13,win
AVP,M,2005,71,39,12,5,5,1,19,win
AVP,M,2005,64,43,7,0,2,3,23,win
AVP,M,2005,43,29,6,2,3,4,18,win
AVP,M,2005,45,22,10,1,3,6,17,win
AVP,M,2005,59,33,7,1,3,8,16,win
AVP,M,2005,57,37,8,4,4,4,15,win
AVP,M,2005,39,31,3,0,3,2,13,win
AVP,M,2005,30,25,1,8,4,2,3,win
AVP,M,2005,46,28,4,1,2,4,12,win
AVP,M,2005,33,27,2,1,3,8,16,win
AVP,M,2005,45,29,2,2,5,7,13,win
AVP,M,2005,33,29,2,0,1,4,9,win
AVP,M,2005,34,24,5,2,4,6,11,win
AVP,M,2005,53,25,3,1,1,2,21,win
AVP,M,2005,58,31,4,1,3,6,22,win
AVP,M,2005,64,29,10,2,1,8,22,win
AVP,M,2005,43,20,3,1,1,9,17,win
AVP,M,2005,30,22,2,3,0,3,10,win
AVP,M,2005,42,27,5,1,2,3,19,win
AVP,W,2005,30,23,1,4,1,4,9,win
AVP,W,2005,30,18,1,6,4,2,17,win
AVP,W,2005,62,36,12,1,7,4,18,win
AVP,W,2005,41,27,2,5,1,0,20,win
AVP,W,2005,54,29,2,0,9,2,13,win
AVP,W,2005,28,19,3,5,2,1,7,win
AVP,W,2005,72,24,12,1,13,10,27,win
AVP,W,2005,34,23,3,5,3,2,34,win
AVP,W,2005,51,26,10,3,0,1,25,win
AVP,W,2005,50,25,7,4,9,1,18,win
AVP,W,2005,38,24,4,2,5,4,10,win
AVP,W,2005,55,31,5,0,5,3,39,win
AVP,W,2005,44,31,3,2,8,2,12,win
AVP,W,2005,63,38,6,3,0,1,19,win
AVP,W,2005,30,18,5,6,4,2,4,win
AVP,W,2005,69,26,8,1,3,5,21,win
AVP,W,2005,47,26,4,0,0,4,21,win
AVP,W,2005,40,27,4,4,4,0,13,win
AVP,W,2005,38,25,2,2,6,2,13,win
AVP,W,2005,26,16,3,4,1,1,14,win
AVP,W,2005,51,24,5,4,4,0,19,win
AVP,W,2005,68,38,12,4,12,4,16,win
AVP,W,2005,48,25,9,5,4,1,17,win
AVP,W,2005,41,26,4,2,6,2,19,win
AVP,W,2005,34,26,3,3,0,5,13,win
AVP,W,2005,46,30,5,3,7,1,21,win
AVP,W,2005,75,33,16,0,3,2,21,win
AVP,W,2005,43,31,2,0,6,1,16,win
AVP,W,2005,54,24,4,5,2,2,23,win
AVP,W,2005,62,31,4,1,2,4,28,win
AVP,W,2005,50,28,6,1,6,2,26,win
AVP,W,2005,62,28,6,7,6,1,27,win
AVP,W,2005,32,20,1,5,5,0,14,win
AVP,W,2005,39,21,5,5,7,2,15,win
AVP,W,2005,34,22,7,5,6,5,13,win
AVP,W,2005,58,21,13,3,6,4,19,win
AVP,W,2005,58,26,12,1,5,3,32,win
AVP,W,2005,56,29,4,1,8,4,22,win
AVP,W,2005,81,40,12,6,6,0,32,win
AVP,W,2005,80,41,8,0,2,3,18,win
AVP,W,2005,29,22,1,6,3,1,7,win
AVP,W,2005,62,31,11,4,5,4,35,win
AVP,W,2005,46,22,5,2,2,1,19,win
AVP,W,2005,45,30,3,3,8,0,14,win
AVP,W,2005,53,31,3,1,3,2,26,win
AVP,W,2005,52,27,10,4,8,1,18,win
AVP,W,2005,43,27,3,0,3,2,12,win
AVP,W,2005,45,26,2,2,6,2,11,win
AVP,W,2005,47,25,3,5,5,1,16,win
AVP,W,2005,39,22,3,8,3,2,11,win
AVP,W,2005,46,29,5,2,3,2,13,win
AVP,W,2005,63,28,12,1,3,0,28,win
AVP,W,2005,37,24,1,2,2,5,10,win
AVP,W,2005,54,26,13,3,6,9,10,win
AVP,W,2005,45,29,5,1,5,4,21,win
AVP,W,2005,58,31,6,5,3,0,26,win
AVP,W,2005,54,40,7,2,6,3,19,win
AVP,W,2005,41,27,3,3,3,3,20,win
AVP,W,2005,87,41,10,1,2,4,43,win
AVP,W,2005,50,31,5,1,2,3,17,win
AVP,M,2005,70,41,12,0,4,4,23,win
AVP,M,2005,36,15,5,1,2,8,16,win
AVP,M,2005,37,22,9,2,8,5,10,win
AVP,M,2005,49,32,5,1,1,3,18,win
AVP,M,2005,54,29,3,3,0,5,15,win
AVP,M,2005,49,24,11,2,4,6,5,win
AVP,M,2005,41,26,5,1,5,6,10,win
AVP,M,2005,33,27,2,0,3,2,10,win
AVP,M,2005,34,22,5,0,0,5,11,win
AVP,M,2005,63,27,19,0,4,8,20,win
AVP,M,2005,65,28,9,0,3,3,22,win
AVP,M,2005,40,25,6,1,0,4,8,win
AVP,M,2005,55,35,11,0,3,5,9,win
AVP,M,2005,33,19,5,0,1,3,16,win
AVP,M,2005,78,37,12,1,6,5,33,win
AVP,M,2005,57,32,8,3,1,7,20,win
AVP,M,2005,46,31,3,2,0,6,16,win
AVP,M,2005,77,46,10,2,7,4,12,win
AVP,M,2005,41,27,3,2,0,6,8,win
AVP,M,2005,44,24,4,1,0,5,17,win
AVP,M,2005,52,30,10,0,2,3,16,win
AVP,M,2005,54,27,4,4,1,2,22,win
AVP,M,2005,61,33,11,4,9,3,21,win
AVP,M,2005,37,24,4,0,1,7,8,win
AVP,M,2005,40,30,2,2,4,3,9,win
AVP,M,2005,47,26,4,1,3,3,18,win
AVP,M,2005,62,37,8,2,3,1,21,win
AVP,M,2005,45,25,3,3,3,3,13,win
AVP,M,2005,36,24,5,0,6,3,4,win
AVP,M,2005,36,24,4,1,0,6,10,win
AVP,M,2005,70,31,9,0,3,4,15,win
AVP,M,2005,62,29,15,2,2,4,17,win
AVP,M,2005,40,21,5,5,4,5,9,win
AVP,M,2005,31,27,3,2,1,4,6,win
AVP,M,2005,64,35,9,1,3,4,17,win
AVP,M,2005,40,24,4,0,1,4,12,win
AVP,M,2005,47,28,5,3,6,1,15,win
AVP,M,2005,51,31,9,1,2,4,12,win
AVP,M,2005,66,38,9,1,2,4,23,win
